cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,postal_code,state_code
31340030,22084.6,79,9,0,M,2,96846,HI
31342560,43253.8,19,4,0,M,1,60665,IL
24526026,34707.6,42,0,6,M,4,94654,CA
16361136,1743.2,85,5,3,M,1,46214,IN
16354692,0.0,18,10,3,F,1,97248,OR
24528636,35620.2,41,9,2,M,1,40218,KY
31360178,91866.6,41,1,5,F,4,96802,HI
25897304,7850.2,59,6,1,M,2,90095,CA
29985802,47645.4,54,14,0,F,1,75364,TX
20449005,126276.0,42,9,2,M,1,75286,TX
19086396,15925.0,27,6,2,M,2,77159,TX
16361544,1994.0,28,7,5,F,3,21227,MD
29981930,0.0,22,7,0,M,1,60654,IL
21808880,89629.8,52,5,2,M,2,53277,WI
23168025,7266.1,23,4,0,F,1,94174,CA
17715139,34951.8,30,7,2,F,2,95101,CA
16350492,4696.0,66,6,3,M,2,60639,IL
21809248,25017.2,46,9,2,M,2,96822,HI
21806800,39200.2,74,7,1,F,2,21214,MD
13628900,0.0,15,7,1,F,1,97248,OR
27263520,5544.0,22,3,1,F,4,07301,NJ
19080726,137992.4,44,4,2,F,3,60650,IL
31348310,69634.8,45,1,0,F,1,90087,CA
29986374,0.0,21,6,0,M,1,90095,CA
29996450,54593.0,37,7,2,M,2,43272,OH
25897342,8908.0,41,6,2,M,2,85032,AZ
16351104,13655.0,46,6,3,F,2,45455,OH
20445030,61192.5,71,8,2,F,2,10146,NY
29978014,52740.6,50,10,0,F,1,96839,HI
27257240,0.0,15,7,0,M,1,90105,CA
17715854,15576.6,29,6,2,F,1,38177,TN
29984702,40429.4,41,11,2,F,2,77089,TX
14995387,17296.4,43,3,2,F,1,92176,CA
20440275,51120.0,54,4,2,F,1,77287,TX
27261440,14990.0,88,10,0,M,2,79931,TX
31340053,55464.5,48,8,1,F,2,79913,TX
23165985,19620.8,45,1,2,F,4,63137,MO
23174145,5220.6,24,5,0,M,1,43630,OH
27256180,50360.0,56,8,1,F,3,46232,IN
20446050,8712.0,24,3,2,F,1,60606,IL
31339708,0.0,15,0,0,F,1,77083,TX
25903460,0.0,18,7,0,M,1,90106,CA
31339685,67254.3,58,5,2,F,2,77083,TX
20446170,14433.0,51,8,3,M,2,96822,HI
20444130,25747.5,43,8,4,M,2,77089,TX
14990371,14866.5,25,4,3,M,4,53263,WI
16351716,1334.8,21,6,3,F,1,14686,NY
20445375,0.0,19,8,2,F,1,46261,IN
31354773,42773.1,19,4,0,M,1,90174,CA
21813248,48011.6,31,4,3,M,3,74194,OK
25904030,1273.0,28,4,0,M,1,10083,NY
20447985,0.0,21,3,2,M,1,94225,CA
17719156,101260.9,31,5,2,M,1,10019,NY
17722237,80450.5,48,5,4,F,2,90174,CA
16358364,4008.5,55,5,5,F,2,94225,CA
23176814,23217.0,58,4,1,F,4,77061,TX
20444580,88570.5,60,7,2,M,1,78204,TX
16353672,8270.2,27,6,4,M,3,60605,IL
21808272,0.0,16,4,1,M,1,90095,CA
14997158,34905.2,37,7,5,M,2,92173,CA
20442195,23526.0,58,5,4,F,2,60654,IL
16359912,15936.9,43,3,3,M,3,90173,CA
17720521,50356.8,44,10,7,M,4,32228,FL
23174366,42673.8,61,7,2,M,2,94225,CA
20451615,10753.5,44,11,2,F,1,85726,AZ
16355304,3604.6,41,9,5,M,2,77089,TX
24532632,8647.2,76,4,2,M,2,21214,MD
21809616,137547.8,40,3,1,F,3,77044,TX
25901807,7465.3,63,10,1,F,4,60666,IL
28612101,4379.6,37,7,3,F,2,10209,NY
24540912,98364.6,50,8,2,M,1,76129,TX
23178242,26402.1,41,7,0,M,1,87137,NM
24542460,33102.0,40,8,4,F,2,33237,FL
29995020,62739.6,36,6,2,M,3,85022,AZ
20443785,6450.0,29,5,2,F,1,92173,CA
21813776,67620.8,34,7,3,F,4,97297,OR
14987841,49216.2,33,3,4,F,2,60623,IL
29993348,0.0,22,7,0,F,1,55113,MN
27255200,87382.0,68,10,0,M,2,90067,CA
27258180,197132.0,43,5,1,F,3,60650,IL
14994243,33179.3,40,3,5,M,2,90048,CA
23166597,5349.1,66,2,0,F,2,19160,PA
28627578,4545.7,50,7,1,F,1,92126,CA
25887880,11091.6,54,4,4,F,4,90061,CA
17714060,38993.5,27,4,2,M,2,77210,TX
31338581,69949.9,37,3,0,M,2,10126,NY
21802112,129643.8,55,8,1,M,2,75270,TX
14993957,3740.0,20,5,2,F,1,74186,OK
23175794,18338.6,34,9,0,F,1,20129,DC
20441520,0.0,21,3,2,M,1,60606,IL
21802640,0.0,14,9,1,F,1,90750,CA
24530958,199807.2,54,2,2,M,1,32272,FL
19078850,16900.8,70,10,1,F,2,37228,TN
25904581,302.3,30,6,0,M,1,90168,CA
27253120,35168.0,64,6,0,M,4,77158,TX
14992571,6055.5,20,5,2,F,1,28223,NC
13633350,2807.0,55,3,1,F,2,55422,MN
19082602,29176.0,43,3,2,M,2,20126,DC
23177018,8960.9,71,7,0,F,4,10007,NY
29983602,0.0,20,12,0,F,1,97248,OR
25900667,5887.9,50,7,0,F,1,10262,NY
16360728,2671.6,52,12,3,F,1,90045,CA
16358076,5806.3,61,11,4,M,2,92817,CA
13629310,39704.0,54,4,2,F,2,90003,CA
17720300,16378.7,33,6,2,M,1,02158,MA
29995262,4360.4,33,12,0,M,1,94606,CA
14996201,38340.5,42,2,4,M,4,76160,TX
24542748,71895.6,43,1,7,F,4,96802,HI
23174570,14122.6,75,1,0,M,4,70112,LA
28616385,7156.8,50,3,1,F,1,77287,TX
21811248,214791.2,56,9,2,M,2,60622,IL
17720729,16669.9,62,9,2,F,1,74168,OK
14992901,23822.7,51,11,2,F,1,75364,TX
20439135,2893.5,84,10,2,F,2,96846,HI
27260380,65162.0,33,5,2,F,2,85032,AZ
27252100,33914.0,34,6,0,F,2,37229,TN
24532794,35681.4,57,5,3,M,2,97237,OR
13634490,30265.0,35,5,1,F,1,94608,CA
23178446,1877.2,28,3,1,M,2,78468,TX
23174162,0.0,20,1,0,M,1,43630,OH
13632530,39291.0,59,9,2,F,4,60666,IL
29980544,104869.6,59,8,0,F,1,90172,CA
24537240,0.0,17,7,2,M,1,60637,IL
20439930,6906.0,70,7,2,F,2,10014,NY
17724824,35410.7,53,10,2,M,1,90195,CA
25898444,8945.8,48,5,1,F,2,10171,NY
29986946,45848.0,47,7,1,M,2,20126,DC
31355509,52888.5,21,0,0,F,1,10153,NY
17723745,53639.3,30,7,5,M,2,10236,NY
27266660,33730.0,19,6,0,F,1,55113,MN
17718506,3715.4,79,6,2,M,4,92505,CA
13625800,29363.0,37,7,4,F,4,94293,CA
13633430,0.0,16,1,1,M,1,77061,TX
13626210,3303.0,62,2,1,F,3,85216,AZ
21801008,38248.6,73,6,1,M,2,60647,IL
13627270,81509.0,42,2,2,F,2,10104,NY
31356222,26162.5,26,5,1,M,2,77159,TX
13626700,8877.0,27,6,1,F,1,90025,CA
14990756,20529.3,41,11,5,M,2,98165,WA
25905132,1577.2,87,4,0,M,1,46214,IN
31343986,68031.7,43,3,0,M,1,94256,CA
28617729,3656.5,34,3,3,F,3,37204,TN
28619115,0.0,18,3,1,M,1,60654,IL
28627599,3787.6,37,7,3,F,2,10154,NY
31337868,67659.1,33,3,3,M,4,74155,OK
19086844,49331.8,56,6,2,M,2,85734,AZ
20447190,12571.5,49,6,2,F,2,07171,NJ
31354428,53373.8,64,4,0,M,3,90130,CA
28623336,8676.6,55,5,2,M,2,90095,CA
21803008,62129.6,34,7,2,M,2,97203,OR
27264580,15402.0,25,6,1,M,2,40214,KY
31349046,93828.5,66,6,0,F,2,10146,NY
23173142,41711.8,55,1,2,F,2,23541,VA
21800480,102050.0,57,10,1,F,1,10259,NY
17721951,19446.7,17,3,2,M,1,14669,NY
31347229,0.0,15,7,0,M,1,67276,KS
17724317,12192.7,65,12,2,F,2,10276,NY
20451735,45397.5,39,6,2,F,1,94608,CA
29977156,108761.4,52,12,2,F,2,28224,NC
24536016,23931.0,40,8,5,F,2,90048,CA
24539688,32659.2,30,5,2,F,1,40261,KY
28621887,1690.1,27,6,1,M,1,94242,CA
21814304,33077.2,49,12,1,F,1,90045,CA
20448105,16378.5,78,5,2,M,2,60624,IL
17721522,31557.5,51,8,3,F,3,64136,MO
24529410,20538.0,84,2,2,M,2,53206,WI
24535242,20880.0,20,3,2,M,1,60606,IL
27265640,51658.0,29,10,0,F,1,20129,DC
24537366,84081.6,49,7,5,F,3,90047,CA
31355141,193623.2,37,7,0,M,1,75286,TX
31350472,0.0,13,5,0,F,1,14622,NY
25892307,2536.9,53,10,0,F,1,43241,OH
14989942,48615.6,32,2,3,F,2,10259,NY
28616301,6347.0,74,4,1,M,2,92149,CA
25900135,2907.2,74,9,0,M,2,64115,MO
24537078,66371.4,61,9,2,F,2,53269,WI
14993429,0.0,17,9,2,F,1,73130,OK
13629470,8048.0,27,6,1,M,1,94242,CA
14989084,3708.1,21,6,2,F,1,14686,NY
14988270,22618.2,52,2,4,F,2,87194,NM
16359300,3732.3,40,10,6,F,2,64105,MO
23172309,0.0,20,4,0,F,1,10171,NY
23168433,15620.7,49,5,0,F,1,37209,TN
21809536,31387.2,67,10,1,M,2,10084,NY
17719078,5675.8,57,4,2,F,2,78277,TX
27267680,109294.0,48,10,0,M,1,76129,TX
27249980,74360.0,65,7,0,M,2,10007,NY
31355854,129480.8,38,8,2,M,2,60606,IL
25897361,6190.4,38,5,2,F,2,85032,AZ
27255160,23964.0,33,5,0,F,1,38177,TN
21809168,30734.6,29,11,1,M,2,90081,CA
23173958,15182.6,63,8,1,F,2,92817,CA
13628370,22322.0,51,1,1,M,2,85068,AZ
17722952,19214.0,84,11,2,F,4,90180,CA
14992428,31750.4,61,11,3,M,4,92178,CA
25893447,2980.0,58,5,2,F,2,60654,IL
29988574,85219.2,53,12,5,M,4,32228,FL
13632940,29536.0,44,4,1,F,2,92508,CA
25890084,1947.5,74,11,0,M,1,20175,DC
19077464,10122.0,63,3,1,M,2,55402,MN
24541074,0.0,18,1,2,F,1,10160,NY
23164761,7680.8,33,5,2,F,2,10138,NY
23179058,2370.7,25,6,0,F,1,94239,CA
29991918,97475.4,58,8,1,M,2,77105,TX
21803744,85826.0,55,8,1,F,2,63169,MO
19081664,28250.6,50,10,2,F,2,68180,NB
28633080,1688.0,23,2,1,F,1,21257,MD
31346148,34819.7,63,3,0,M,2,35233,AL
17725253,9934.6,62,9,2,F,2,80274,CO
14991471,0.0,15,7,2,F,1,90105,CA
29975198,6804.6,87,7,0,M,2,46260,IN
17713345,35739.6,45,12,2,F,1,90794,CA
23163945,19946.0,74,10,0,M,2,60666,IL
19084520,0.0,16,8,1,M,1,60637,IL
14987555,8508.5,55,5,3,F,2,94164,CA
28619136,2502.8,20,5,1,F,1,40230,KY
31353692,53576.2,51,1,1,F,2,60622,IL
19076036,37468.2,32,2,3,F,2,10161,NY
24542298,41594.4,71,9,2,F,2,55177,MN
14991328,0.0,17,9,2,F,1,95184,CA
20442540,8880.0,71,8,2,F,3,38166,TN
31347942,99629.1,30,0,3,F,2,95137,CA
24537852,15021.0,21,4,2,F,1,92155,CA
31344009,37186.4,49,9,0,M,1,79917,TX
19078808,17438.4,32,2,3,M,2,60601,IL
28613466,2105.2,36,6,1,F,2,10126,NY
25899565,3486.5,43,7,2,F,2,92821,CA
24526188,230126.4,56,4,3,M,2,90112,CA
14995244,25623.4,53,3,3,F,2,60622,IL
28621845,2919.2,77,7,1,F,2,10167,NY
20451390,55779.0,41,8,2,M,1,87137,NM
20447535,19669.5,24,6,2,F,1,60607,IL
28628964,7688.9,39,6,2,M,4,33133,FL
17712630,14040.0,85,12,2,F,2,46260,IN
14991856,49233.8,55,4,3,F,2,10126,NY
14996443,21602.9,27,6,3,F,2,77159,TX
31359097,9623.2,27,6,1,F,2,78468,TX
16351428,6751.9,35,5,3,F,2,77210,TX
23165373,0.0,18,6,0,F,1,90750,CA
19083988,56939.4,31,1,3,M,3,60651,IL
23164744,35402.7,60,6,0,M,2,75270,TX
28628922,5424.1,30,9,1,F,1,20129,DC
13633020,50704.0,56,6,2,M,2,90029,CA
27269680,20488.0,52,4,0,F,1,55481,MN
17720014,12508.6,42,9,3,M,2,96822,HI
13626740,0.0,17,2,1,M,1,77036,TX
25904600,9359.0,54,11,0,F,2,10208,NY
13631920,10151.0,35,5,1,M,4,92806,CA
28621950,2506.4,61,1,1,F,2,40564,KY
28613361,4696.0,64,4,1,M,2,60639,IL
20438910,103807.5,58,5,4,M,2,77083,TX
28613487,6386.7,38,4,1,M,2,10126,NY
27259400,60552.0,45,3,0,F,1,90087,CA
13630820,36464.0,33,3,1,M,1,76017,TX
20439360,43300.5,82,9,2,F,2,77099,TX
28630434,2650.4,67,7,1,F,4,10007,NY
27268580,26116.0,27,8,2,F,2,75277,TX
28633185,4171.2,49,9,1,F,1,98111,WA
27263560,62440.0,34,6,0,M,1,28230,NC
27254220,25988.0,26,7,1,F,4,90009,CA
20441295,20028.0,53,10,2,F,1,43241,OH
19077912,21344.4,30,5,1,M,1,10164,NY
17715568,26465.4,38,5,2,F,1,20353,DC
14994386,64623.9,52,2,4,F,2,23541,VA
27255280,51946.0,57,9,1,M,2,94103,CA
20438790,36714.0,51,8,2,F,1,23570,VA
27267720,24066.0,85,7,0,M,2,74146,OK
21807984,76447.8,36,9,3,M,4,90176,CA
28633101,1604.8,67,7,1,F,2,80274,CO
19082154,126347.2,56,6,1,M,4,10145,NY
24539526,4831.2,28,2,2,F,1,60640,IL
24539076,46492.2,31,8,2,F,1,20129,DC
21815488,95999.8,53,5,2,F,3,40561,KY
21811776,60335.6,64,7,1,M,3,90130,CA
19085010,80812.2,58,8,2,M,4,10229,NY
21806880,0.0,17,5,1,M,1,78707,TX
23168637,0.0,18,6,0,F,1,90105,CA
14994100,13858.9,39,5,2,M,1,02158,MA
25896829,4114.8,54,11,0,F,1,75364,TX
28623294,3233.8,61,1,1,M,2,10101,NY
19084926,45834.6,60,10,1,F,1,48208,MI
20440950,19482.0,42,9,5,F,4,98112,WA
21812592,47967.4,39,12,1,M,2,45219,OH
16352652,1633.2,21,6,3,F,1,90191,CA
25890122,1331.5,45,2,1,F,4,92705,CA
29990004,222589.4,55,5,0,F,2,90128,CA
20438115,33543.0,68,5,2,M,2,60639,IL
25892877,3071.9,54,11,0,M,1,79917,TX
16360440,1407.0,26,5,3,M,1,10083,NY
13633510,0.0,16,8,1,F,1,02149,MA
25906253,0.0,18,7,0,M,1,96802,HI
25888431,0.0,22,4,0,F,1,10138,NY
24528798,23389.2,28,5,3,F,4,90009,CA
17714853,39291.2,69,6,2,M,2,92149,CA
25894017,5187.6,64,11,1,F,3,02171,MA
27259280,11558.0,79,11,0,F,2,53268,WI
19086312,38017.0,23,2,2,M,2,10260,NY
17723602,16407.3,62,9,2,F,4,10007,NY
19088720,11253.2,23,2,1,F,1,21257,MD
19078360,3801.0,62,2,1,M,2,19160,PA
29979686,68853.4,45,5,0,M,2,46256,IN
28627473,7982.1,61,1,1,M,2,44127,OH
17723316,75682.1,51,6,4,F,2,55113,MN
13630980,21909.0,52,2,2,M,2,96849,HI
21800928,0.0,15,10,1,M,1,94654,CA
21815120,15386.8,29,11,2,M,2,94260,CA
21800192,40123.2,62,5,1,F,1,90159,CA
17717726,24388.0,44,8,2,F,1,10230,NY
27254180,11962.0,74,6,0,F,2,90190,CA
14990470,84580.1,44,4,2,F,1,19126,PA
20438460,21535.5,82,9,2,F,2,60647,IL
21802192,62329.8,45,8,1,F,1,96839,HI
13629760,20179.0,50,10,2,F,2,68180,NB
25902928,5573.6,55,2,0,F,2,90135,CA
17721093,16328.0,27,4,4,F,2,80986,CO
19083582,42228.2,39,2,4,M,2,90048,CA
27264540,29918.0,21,2,0,M,1,14669,NY
13629350,0.0,16,1,1,M,1,97237,OR
20446515,79354.5,45,2,2,F,3,77044,TX
17721665,0.0,13,5,2,F,1,60622,IL
28614894,3788.4,28,7,3,F,2,10165,NY
29986044,89749.0,71,11,0,F,2,10146,NY
28628943,4829.0,22,1,1,F,1,10153,NY
17721808,17213.3,14,6,2,F,1,10229,NY
14990613,17784.8,51,11,2,M,1,79917,TX
27250960,89108.0,59,11,2,F,4,10138,NY
28624743,4762.8,65,5,1,M,1,33249,FL
14990085,18684.6,42,2,2,F,1,07149,NJ
16354368,3698.5,33,3,6,F,4,10178,NY
27251040,16010.0,33,5,2,F,3,92513,CA
16355016,3606.5,84,4,3,M,2,94162,CA
29985230,62484.4,79,9,0,M,2,53268,WI
17718727,16463.2,51,8,3,F,4,60664,IL
13628820,44071.0,40,10,4,F,2,60632,IL
31345435,169705.5,43,2,3,M,4,95184,CA
16351836,6644.6,50,10,5,F,2,78473,TX
13625840,12885.0,62,2,1,F,2,60666,IL
14997345,15412.1,31,10,4,F,3,85023,AZ
20437890,65808.0,46,3,2,F,2,94145,CA
13634570,86744.0,58,8,1,M,2,23463,VA
29986330,53999.0,57,7,1,F,2,90095,CA
17715425,89612.9,48,5,3,M,3,63152,MO
31353715,0.0,17,2,0,F,1,60622,IL
27257280,35224.0,30,2,3,F,4,10178,NY
17725396,184956.2,50,7,2,M,3,75346,TX
27252140,48900.0,44,6,1,M,2,98133,WA
17718220,0.0,13,5,2,F,1,10047,NY
21800640,129300.6,62,5,1,F,2,60639,IL
14989799,6579.1,76,6,2,F,2,90190,CA
16357056,6084.8,57,7,5,M,2,78738,TX
14992670,33303.6,47,3,2,F,1,90087,CA
29993304,128077.4,60,8,2,F,2,55113,MN
19086802,0.0,16,1,1,M,1,77061,TX
21810880,0.0,15,10,1,M,1,60637,IL
31359810,42297.0,38,8,2,F,2,33237,FL
17721379,60931.0,55,12,2,M,2,90128,CA
17714567,0.0,10,9,2,M,1,48208,MI
17724031,5521.1,51,8,3,F,2,48202,MI
23164557,2345.1,66,2,0,F,3,85216,AZ
24535080,87262.2,48,6,7,M,2,14622,NY
24527736,37341.0,48,1,4,M,2,78473,TX
14992714,13679.6,31,10,2,M,1,90140,CA
19076932,9811.2,41,1,2,F,4,92705,CA
29977442,53053.0,53,13,1,F,2,79913,TX
16351020,5899.5,72,12,3,M,2,60666,IL
29974912,0.0,18,7,0,M,1,77058,TX
16350612,4847.8,30,9,3,F,1,28243,NC
16350288,0.0,18,10,3,F,1,90061,CA
13627350,16986.0,41,1,1,F,1,07149,NJ
16359096,1891.0,29,8,4,F,2,90166,CA
29987188,21423.6,61,11,1,F,2,53277,WI
28623273,931.4,66,6,1,F,2,10101,NY
31359465,86183.3,55,5,1,F,2,21207,MD
25894036,0.0,22,4,0,M,1,02171,MA
31341111,64275.8,39,8,0,F,1,90191,CA
25895138,3564.4,53,7,0,F,1,10230,NY
17723173,43046.9,51,8,2,M,2,46240,IN
27265680,73228.0,38,7,1,M,4,33133,FL
24534954,99109.8,32,0,2,M,1,21254,MD
20440620,22869.0,34,6,2,M,1,10164,NY
23163333,0.0,22,3,0,F,1,10138,NY
13634080,36603.0,66,6,1,M,2,10276,NY
14989755,30398.5,42,2,4,F,4,63137,MO
29985516,72732.0,46,6,0,M,1,90015,CA
25897874,1768.3,46,3,0,F,1,92802,CA
31340743,7863.7,28,7,0,F,1,45471,OH
17714710,11540.1,22,8,2,F,1,90025,CA
31348678,95795.0,30,0,3,M,3,02172,MA
29982744,74153.2,61,11,1,M,2,07117,NJ
16358892,6345.6,49,9,3,F,1,78210,TX
20447310,4387.5,34,10,4,F,4,94272,CA
16359708,3510.8,26,5,4,F,2,10260,NY
28620522,9254.9,40,10,4,F,2,60632,IL
27257440,34198.0,47,9,2,F,3,90141,CA
20447760,29760.0,55,2,4,F,4,43630,OH
17719728,3174.6,15,4,2,F,1,53277,WI
19079256,95254.6,49,9,1,M,1,33128,FL
27268660,13152.0,45,7,0,M,1,87193,NM
24535854,79752.6,35,3,5,M,2,90145,CA
19080768,40689.6,36,6,4,M,2,10086,NY
17714775,13790.4,59,6,2,F,2,55402,MN
31337155,52187.0,25,4,0,F,1,10140,NY
31341456,37533.7,50,0,1,F,2,77036,TX
24532182,78687.0,35,3,4,F,2,60634,IL
16355628,15775.4,61,11,3,F,4,60663,IL
20440725,26625.0,61,8,3,F,2,10079,NY
28616280,1739.2,74,4,1,F,2,92149,CA
29983844,41272.0,53,10,0,F,1,10230,NY
29994976,80526.6,70,10,0,M,2,10276,NY
19078444,12334.0,36,6,3,F,2,70156,LA
17722744,53383.2,51,8,3,F,2,93769,CA
31345067,113971.9,53,3,1,F,2,15279,PA
25893485,0.0,22,4,0,M,1,60654,IL
20441745,24252.0,54,11,2,M,1,79917,TX
17720157,39650.0,53,10,4,F,2,78738,TX
29987760,0.0,18,10,0,F,1,96822,HI
31356935,125839.9,55,5,1,F,2,85734,AZ
19082560,54324.2,42,2,3,M,2,10148,NY
14994815,16831.1,71,9,2,M,2,64115,MO
19084842,115656.8,57,7,2,M,2,60622,IL
21812512,67155.4,29,11,1,F,1,20129,DC
25890692,0.0,18,7,0,M,1,90750,CA
25900173,7543.6,43,10,0,F,1,07160,NJ
23167838,0.0,21,2,0,M,1,60654,IL
27268780,8368.0,27,8,1,F,2,78468,TX
24538464,12877.2,67,5,2,M,2,43653,OH
20449350,0.0,20,2,2,F,1,93769,CA
29992490,9660.2,71,11,0,F,4,85046,AZ
19088188,201819.8,59,6,1,M,2,77034,TX
28630392,1212.1,19,4,1,M,1,77086,TX
28626108,6835.7,48,8,6,M,2,94150,CA
14998302,10041.9,68,8,2,M,2,80274,CO
25895708,3493.5,23,5,0,M,1,90003,CA
27256260,31368.0,53,5,2,F,2,60654,IL
25900154,4966.2,70,7,0,F,2,64115,MO
14998016,0.0,19,4,2,F,1,21207,MD
23171306,33287.6,41,5,2,M,2,85032,AZ
23171102,3099.9,66,2,0,F,2,78277,TX
31345780,0.0,15,7,0,F,1,90105,CA
19083092,13470.8,47,7,2,M,2,96822,HI
27266740,168670.0,43,5,4,F,4,90106,CA
25905702,4184.8,49,5,1,F,2,97203,OR
23171714,0.0,19,7,0,M,1,10148,NY
24525738,40251.6,65,3,2,M,2,60639,IL
19078402,16724.4,61,1,1,F,4,38132,TN
27267840,0.0,17,4,0,F,1,10160,NY
29994448,120223.4,53,13,0,M,1,76129,TX
27251120,112176.0,46,8,0,M,1,28215,NC
27253160,91258.0,44,6,2,F,3,48208,MI
23170694,0.0,20,8,0,F,1,60636,IL
17723966,17546.1,57,4,2,F,2,80228,CO
21799824,145308.8,35,8,3,F,3,37208,TN
19081622,24138.8,61,1,1,F,1,19155,PA
23162313,39680.5,40,6,2,F,3,37208,TN
23177035,9291.8,27,2,0,M,2,64199,MO
13631470,20870.0,49,9,6,F,2,94150,CA
17718363,31317.0,63,10,2,M,2,40564,KY
25904049,674.7,32,6,2,F,2,93776,CA
14988655,18652.7,36,6,2,F,2,37229,TN
14995101,28723.2,38,8,2,M,2,37215,TN
14989370,9764.7,28,7,2,F,1,90025,CA
17723459,0.0,11,3,2,M,1,77061,TX
20450490,93351.0,35,2,5,F,2,10236,NY
29982458,95293.0,38,8,3,M,3,21231,MD
20437320,10624.5,82,9,2,F,2,90159,CA
29994690,30824.2,34,13,2,F,3,85023,AZ
16351632,2152.5,72,12,3,M,1,20175,DC
19075098,0.0,18,3,1,F,1,94164,CA
13634650,10516.0,42,2,2,M,4,92510,CA
16355916,4347.4,33,3,4,F,3,48206,MI
19081174,25727.8,37,7,3,F,2,77089,TX
31344722,0.0,16,1,0,M,1,60654,IL
23163316,31633.3,64,10,2,F,4,10138,NY
17721236,120978.0,46,3,2,M,2,53269,WI
28626066,1760.0,45,5,1,F,2,07171,NJ
31342537,54838.9,59,9,1,F,2,60665,IL
29995548,90351.8,62,12,0,M,1,10149,NY
25898463,0.0,20,5,0,F,1,10171,NY
21812144,19071.0,28,10,2,M,2,90166,CA
23172326,6831.6,51,7,1,M,2,96822,HI
13629510,24090.0,68,8,1,M,2,40564,KY
20449230,38743.5,34,10,2,F,1,20129,DC
31359442,18676.0,65,5,0,F,4,10194,NY
24527574,11440.8,20,3,2,F,1,14686,NY
23167022,72623.1,61,7,2,F,3,60606,IL
28621908,6061.4,60,10,2,M,4,92178,CA
14996773,0.0,17,2,2,M,1,77061,TX
23165781,1860.2,27,2,0,M,1,19107,PA
24529572,21884.4,37,5,5,F,4,92804,CA
23179279,0.0,18,6,0,M,1,96802,HI
21807536,80704.0,60,3,1,F,2,98162,WA
25896278,543.0,88,5,0,M,4,92505,CA
24531858,22842.0,57,5,2,M,2,85048,AZ
29993590,120368.6,60,10,1,F,2,85734,AZ
27264740,114448.0,35,7,2,M,2,78784,TX
13627920,3158.0,81,1,1,M,2,10088,NY
25895689,7543.8,58,5,1,F,2,90003,CA
31351185,28510.8,60,0,0,F,2,10084,NY
16356444,1734.0,32,11,3,F,2,19150,PA
20438685,26101.5,23,5,2,M,1,19152,PA
24527124,151416.0,59,7,2,M,2,85206,AZ
16354284,1698.5,87,7,3,M,1,53264,WI
27260460,62758.0,41,3,2,F,2,46261,IN
13630900,0.0,17,2,1,F,1,78738,TX
20445270,70326.0,41,6,4,M,2,85032,AZ
21807168,75046.4,59,12,2,M,4,92178,CA
13634690,0.0,18,3,1,F,1,40561,KY
14990899,27698.0,58,8,3,F,3,46232,IN
28620459,0.0,16,8,1,F,1,97254,OR
31344699,36073.2,53,3,2,F,2,60654,IL
23162517,46396.4,63,9,2,F,2,90785,CA
19087782,12804.4,81,1,1,M,4,32284,FL
23169878,7862.5,57,3,1,F,2,97237,OR
31352979,63592.7,58,8,1,M,2,92817,CA
29988860,35723.6,38,8,2,M,4,40213,KY
14997015,45387.1,36,6,5,M,2,10236,NY
17715282,18795.4,45,12,2,F,2,46256,IN
29975440,128429.4,54,7,4,F,4,90061,CA
24524964,17728.2,62,0,2,F,2,10007,NY
31355486,59406.7,29,8,0,F,1,20129,DC
13625230,0.0,14,6,1,F,1,90061,CA
28626087,4382.7,49,9,6,F,2,94150,CA
23175403,5207.8,33,8,1,M,2,90166,CA
28630245,11489.7,56,6,2,F,2,85734,AZ
31339662,159171.5,53,3,2,M,2,77083,TX
24528960,33850.8,21,4,2,M,1,60665,IL
20446065,2347.5,87,4,2,F,2,79931,TX
20450145,0.0,20,2,2,M,1,77061,TX
13626660,0.0,16,8,1,F,1,90750,CA
27250100,15470.0,53,5,1,F,2,94164,CA
19084884,58843.4,33,3,1,F,1,93728,CA
13626170,13781.0,51,1,1,F,2,85206,AZ
23166189,0.0,21,2,0,F,1,10079,NY
17717076,43817.8,52,9,3,M,2,07117,NJ
21804432,56539.6,30,3,4,F,4,90054,CA
29991104,21150.8,70,10,0,F,2,10079,NY
20452410,40272.0,72,3,2,F,2,77292,TX
14989183,34805.1,49,9,4,F,2,78473,TX
25896240,10952.0,64,11,1,M,2,28223,NC
20448780,0.0,21,3,2,F,1,90174,CA
23166818,8632.2,40,6,3,F,4,92804,CA
13630860,0.0,17,2,1,F,1,74186,OK
21804272,0.0,17,5,1,F,1,60606,IL
28620543,2604.6,32,2,4,M,2,60632,IL
28624806,0.0,17,2,1,F,1,74186,OK
29994162,7812.2,32,9,2,F,2,93776,CA
20441865,11871.0,86,3,2,F,2,10088,NY
19075952,0.0,17,2,1,M,1,90112,CA
25887348,7647.9,45,2,5,F,3,77058,TX
23163741,28966.6,41,7,2,M,2,10161,NY
19087292,44424.8,36,6,4,M,2,92173,CA
14988512,71526.4,45,5,2,F,2,45455,OH
29996362,66033.0,35,5,2,M,2,33237,FL
23177426,22529.7,40,6,3,M,2,92173,CA
17724538,48341.8,32,9,2,M,1,87137,NM
25888450,0.0,20,2,0,M,1,10138,NY
14989326,0.0,17,9,2,F,1,90750,CA
28633164,2151.2,53,3,1,F,1,55481,MN
21800032,40378.0,57,10,3,M,2,90785,CA
28623315,5154.4,53,3,2,F,2,90095,CA
